index,name,lat,lng,geopoint,number_of_employees,amount_raised_k$,category_code,wealth,news_agencies,offices_near,final_score,bar,bus,subway_station
881,Wishabi,40.744549,-73.988071,"{'type': 'Point', 'coordinates': [-73.988071, 40.744549]}",50,16000.0,ecommerce,0.8210251505,-0.0,0.7647058823529411,1.5857310328529413,20,13,13
1119,ReachForce,40.752539,-73.987871,"{'type': 'Point', 'coordinates': [-73.987871, 40.752539]}",40,14500.0,enterprise,0.6501408722,-0.0,0.8235294117647058,1.4736702839647058,20,7,16
1428,SpaBooker,37.778991,-122.401803,"{'type': 'Point', 'coordinates': [-122.401803, 37.778991]}",42,14700.0,software,0.6836238688,-0.0,0.6666666666666666,1.3502905354666668,20,5,1
209,Replay Solutions,40.752143,-73.990675,"{'type': 'Point', 'coordinates': [-73.990675, 40.752143]}",30,15200.0,software,0.4900048679,-0.0,0.7450980392156863,1.2351029071156863,20,7,16
1327,BASH Gaming,40.74828,-73.989276,"{'type': 'Point', 'coordinates': [-73.989276, 40.74828]}",25,1000.0,games_video,0.2929359131,-0.0,0.9019607843137255,1.1948966974137254,20,8,18
1,Scribd,37.789634,-122.404052,"{'type': 'Point', 'coordinates': [-122.404052, 37.789634]}",50,25800.0,news,0.8615478978,-0.4,0.7254901960784313,1.1870380938784313,20,17,3
50,Echo,37.786942,-122.401245,"{'type': 'Point', 'coordinates': [-122.401245, 37.786942]}",50,4800.0,enterprise,0.7189118421,-0.4,0.8431372549019608,1.1620490970019608,20,20,3
6,Technorati,37.779558,-122.393041,"{'type': 'Point', 'coordinates': [-122.393041, 37.779558]}",35,32100.0,advertising,0.6160546777,-0.0,0.49019607843137253,1.1062507561313726,20,4,0
1278,Questra,37.7983181,-122.4000032,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",45,12500.0,software,0.7200792453,-0.0,0.37254901960784315,1.0926282649078431,20,5,2
420,Crowd Science,40.745064,-73.992637,"{'type': 'Point', 'coordinates': [-73.992637, 40.745064]}",25,2000.0,web,0.3223300786,-0.0,0.7647058823529411,1.0870359609529412,20,10,16
97,RepairPal,37.7799872,-122.3975878,"{'type': 'Point', 'coordinates': [-122.3975878, 37.7799872]}",25,21300.0,web,0.4226459438,-0.0,0.6470588235294118,1.0697047673294118,20,6,0
1408,GoHome,40.7501311,-73.9812417,"{'type': 'Point', 'coordinates': [-73.9812417, 40.7501311]}",19,942.97,search,0.2207387703,-0.0,0.8431372549019608,1.0638760252019608,20,15,13
853,kooaba,40.744201,-73.989505,"{'type': 'Point', 'coordinates': [-73.989505, 40.744201]}",20,2920.0,mobile,0.2707026906,-0.0,0.7843137254901961,1.055016416090196,20,13,14
1299,Conformiq,40.7438356,-73.9890149,"{'type': 'Point', 'coordinates': [-73.9890149, 40.7438356]}",20,4200.0,software,0.2830346238,-0.0,0.7647058823529411,1.047740506152941,20,12,13
448,Pivot,37.787646,-122.402759,"{'type': 'Point', 'coordinates': [-122.402759, 37.787646]}",40,13100.0,software,0.6432515341,-0.4,0.803921568627451,1.047173102727451,20,20,3
1293,Plastic Jungle,40.7454098,-73.9822211,"{'type': 'Point', 'coordinates': [-73.9822211, 40.7454098]}",22,23400.0,ecommerce,0.3754374027,-0.0,0.6666666666666666,1.0421040693666666,20,10,11
346,Rapleaf,37.798853,-122.398599,"{'type': 'Point', 'coordinates': [-122.398599, 37.798853]}",44,16000.0,messaging,0.7225021325,-0.0,0.3137254901960784,1.0362276226960785,20,5,1
1166,CrowdFlower,37.795141,-122.401194,"{'type': 'Point', 'coordinates': [-122.401194, 37.795141]}",49,13200.0,enterprise,0.7886152035,-0.4,0.6470588235294118,1.0356740270294118,20,16,2
74,FlowPlay,40.740337,-73.993127,"{'type': 'Point', 'coordinates': [-73.993127, 40.740337]}",30,3970.0,games_video,0.4216859932,-0.0,0.6078431372549019,1.029529130454902,20,7,14
572,Nuroa,40.747003,-73.991562,"{'type': 'Point', 'coordinates': [-73.991562, 40.747003]}",16,3328.13,search,0.2201128439,-0.0,0.803921568627451,1.024034412527451,20,10,14
1441,userADgents,40.751969,-73.99031,"{'type': 'Point', 'coordinates': [-73.99031, 40.751969]}",15,500.0,mobile,0.1581250485,-0.0,0.8627450980392157,1.0208701465392158,20,6,16
1135,Green Apple Media,50.1136964,8.6503108,"{'type': 'Point', 'coordinates': [8.6503108, 50.1136964]}",50,132000.0,web,1.0,-0.0,0.0196078431372549,1.0196078431372548,20,0,3
239,CLEAR,51.50485,-0.018647,"{'type': 'Point', 'coordinates': [-0.018647, 51.50485]}",50,116000.0,travel,0.9890410835,-0.0,0.0196078431372549,1.008648926637255,20,7,1
376,Aster Data Systems,30.265557,-97.73151,"{'type': 'Point', 'coordinates': [-97.73151, 30.265557]}",50,53000.0,analytics,0.9226067103,-0.0,0.0784313725490196,1.0010380828490195,20,3,0
83,Worklight,37.786906,-122.397672,"{'type': 'Point', 'coordinates': [-122.397672, 37.786906]}",30,17600.0,mobile,0.4974652519,-0.4,0.9019607843137255,0.9994260362137255,20,20,3
1167,Mantara,37.7581148,-122.4184108,"{'type': 'Point', 'coordinates': [-122.4184108, 37.7581148]}",50,50600.0,software,0.9186764179,-0.0,0.0784313725490196,0.9971077904490195,20,4,2
51,Six Apart,34.018275,-118.495025,"{'type': 'Point', 'coordinates': [-118.495025, 34.018275]}",50,22600.0,enterprise,0.8503164875,-0.0,0.13725490196078433,0.9875713894607843,20,4,0
33,Grockit,40.757929,-73.985506,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",25,44700.0,social,0.4540806935,-0.0,0.5294117647058824,0.9834924582058824,20,4,18
3,Wetpaint,47.603122,-122.333253,"{'type': 'Point', 'coordinates': [-122.333253, 47.603122]}",47,39800.0,web,0.8444151273,-0.0,0.11764705882352941,0.9620621861235295,20,13,0
25,ooma,37.451026,-122.18676,"{'type': 'Point', 'coordinates': [-122.18676, 37.451026]}",47,81300.0,hardware,0.9013608972,-0.0,0.058823529411764705,0.9601844266117647,5,0,0
1137,CouponCabin,36.9397206,-121.7768449,"{'type': 'Point', 'coordinates': [-121.7768449, 36.9397206]}",50,54000.0,web,0.924192058,-0.0,0.0196078431372549,0.943799901137255,2,0,0
1070,Apprenda,33.1032516,-117.2667494,"{'type': 'Point', 'coordinates': [-117.2667494, 33.1032516]}",51,31000.0,enterprise,0.8946631743,-0.0,0.0392156862745098,0.9338788605745098,3,0,0
28,Socialtext,34.42071,-119.641821,"{'type': 'Point', 'coordinates': [-119.641821, 34.42071]}",50,46800.0,enterprise,0.9120551555,-0.0,0.0196078431372549,0.931662998637255,9,0,0
886,Movidius,34.267061,-118.864513,"{'type': 'Point', 'coordinates': [-118.864513, 34.267061]}",50,46500.0,semiconductor,0.9115097283,-0.0,0.0196078431372549,0.9311175714372549,0,0,0
1395,Masterpiece,40.749884,-73.987977,"{'type': 'Point', 'coordinates': [-73.987977, 40.749884]}",32,0.0,advertising,0.0542807256,-0.0,0.8627450980392157,0.9170258236392157,20,11,19
1071,Apprenda,34.600895,-112.458454,"{'type': 'Point', 'coordinates': [-112.458454, 34.600895]}",51,31000.0,enterprise,0.8946631743,-0.0,0.0196078431372549,0.9142710174372549,1,0,0
5,Plaxo,37.387845,-122.055197,"{'type': 'Point', 'coordinates': [-122.055197, 37.387845]}",50,28300.0,web,0.8693920829,-0.0,0.0392156862745098,0.9086077691745098,0,0,0
825,Visuamobile,40.747819,-73.982544,"{'type': 'Point', 'coordinates': [-73.982544, 40.747819]}",35,0.0,software,0.0593695436,-0.0,0.8431372549019608,0.9025067985019608,20,15,13
266,Univa UD,43.6124,-116.3908,"{'type': 'Point', 'coordinates': [-116.3908, 43.6124]}",50,33000.0,software,0.8824233378,-0.0,0.0196078431372549,0.902031180937255,9,0,0
1650,Topsy Labs,37.392392,-122.078727,"{'type': 'Point', 'coordinates': [-122.078727, 37.392392]}",45,35200.0,analytics,0.7991073759,-0.0,0.09803921568627451,0.8971465915862745,19,5,0
147,Collarity,37.7766587,-122.395875,"{'type': 'Point', 'coordinates': [-122.395875, 37.7766587]}",30,12200.0,advertising,0.4788166193,-0.0,0.4117647058823529,0.8905813251823529,20,3,0
132,Lijit Networks,40.32462,-111.679755,"{'type': 'Point', 'coordinates': [-111.679755, 40.32462]}",50,28300.0,advertising,0.8693920829,-0.0,0.0196078431372549,0.888999926037255,0,0,0
1199,SparkBase,37.400465,-122.073003,"{'type': 'Point', 'coordinates': [-122.073003, 37.400465]}",51,10500.0,software,0.8010065161,-0.0,0.0784313725490196,0.8794378886490195,12,0,0
568,Ocarina Networks,37.235298,-121.782424,"{'type': 'Point', 'coordinates': [-121.782424, 37.235298]}",50,20000.0,network_hosting,0.839950766,-0.0,0.0392156862745098,0.8791664522745097,0,0,0
1329,Major League Gaming,36.742342,-119.79545,"{'type': 'Point', 'coordinates': [-119.79545, 36.742342]}",45,69000.0,games_video,0.850483606,-0.0,0.0196078431372549,0.8700914491372549,6,1,0
185,Central Desktop,40.019299,-105.274628,"{'type': 'Point', 'coordinates': [-105.274628, 40.019299]}",50,7000.0,public_relations,0.7509115368,-0.0,0.11764705882352941,0.8685585956235294,20,5,0
1440,Infobright,33.903022,-118.3864712,"{'type': 'Point', 'coordinates': [-118.3864712, 33.903022]}",50,21000.0,software,0.8440888371,-0.0,0.0196078431372549,0.863696680237255,12,1,0
885,Wishabi,12.9561278,77.5922642,"{'type': 'Point', 'coordinates': [77.5922642, 12.9561278]}",50,16000.0,ecommerce,0.8210251505,-0.0,0.0392156862745098,0.8602408367745098,19,1,0
476,Lat49,37.787076,-122.399412,"{'type': 'Point', 'coordinates': [-122.399412, 37.787076]}",24,3800.0,advertising,0.3355670965,-0.4,0.9215686274509803,0.8571357239509803,20,20,3
1499,ExtraHop Networks,37.5186215,15.0916839,"{'type': 'Point', 'coordinates': [15.0916839, 37.5186215]}",50,19100.0,enterprise,0.8360456122,-0.0,0.0196078431372549,0.8556534553372549,20,0,2
1359,AppZero,33.9585714,-83.9902648,"{'type': 'Point', 'coordinates': [-83.9902648, 33.9585714]}",50,15100.0,software,0.8161149518,-0.0,0.0392156862745098,0.8553306380745098,6,0,0
1249,Ginger Software,33.5842816,-117.7306817,"{'type': 'Point', 'coordinates': [-117.7306817, 33.5842816]}",50,11700.0,software,0.7944784933,-0.0,0.058823529411764705,0.8533020227117647,1,0,0
29,Jaxtr,37.792394,-122.402349,"{'type': 'Point', 'coordinates': [-122.402349, 37.792394]}",30,21500.0,mobile,0.5076507264,-0.4,0.7450980392156863,0.8527487656156862,20,19,2
1391,Gridstore,40.73343,-73.990967,"{'type': 'Point', 'coordinates': [-73.990967, 40.73343]}",31,27734.45,network_hosting,0.5379615963,-0.0,0.3137254901960784,0.8516870864960784,20,5,12
1254,Visage Mobile,33.487056,-111.909805,"{'type': 'Point', 'coordinates': [-111.909805, 33.487056]}",51,14000.0,enterprise,0.8258938653,-0.0,0.0196078431372549,0.8455017084372549,6,0,0
846,Papercheck,40.7440142,-73.989586,"{'type': 'Point', 'coordinates': [-73.989586, 40.7440142]}",35,0.0,consulting,0.0593695436,-0.0,0.7843137254901961,0.8436832690901961,20,14,14
1177,WebLayers,48.8880862,2.3210845,"{'type': 'Point', 'coordinates': [2.3210845, 48.8880862]}",50,10000.0,software,0.7811624349,-0.0,0.058823529411764705,0.8399859643117648,20,17,8
1488,Chartbeat,12.9959332,77.6102811,"{'type': 'Point', 'coordinates': [77.6102811, 12.9959332]}",50,14500.0,analytics,0.8126760902,-0.0,0.0196078431372549,0.8322839333372549,5,0,0
8,Kyte,37.788482,-122.409173,"{'type': 'Point', 'coordinates': [-122.409173, 37.788482]}",40,23400.0,games_video,0.6826134595,-0.4,0.5490196078431373,0.8316330673431372,20,18,2
1549,Stream57,40.743877,-73.98618,"{'type': 'Point', 'coordinates': [-73.98618, 40.743877]}",50,0.0,software,0.0848136337,-0.0,0.7450980392156863,0.8299116729156863,20,15,10
211,Wrike,37.374659,-121.970209,"{'type': 'Point', 'coordinates': [-121.970209, 37.374659]}",50,11000.0,enterprise,0.7892460375,-0.0,0.0392156862745098,0.8284617237745098,2,0,0
1518,MicroMedia,40.7488761,-73.9815793,"{'type': 'Point', 'coordinates': [-73.9815793, 40.7488761]}",25,0.0,mobile,0.0424068169,-0.0,0.7843137254901961,0.8267205423901961,20,16,12
189,Participatory Culture Foundation,40.747003,-73.991562,"{'type': 'Point', 'coordinates': [-73.991562, 40.747003]}",11,0.0,web,0.0186589994,-0.0,0.803921568627451,0.822580568027451,20,10,14
22,Seesmic,37.782263,-122.392142,"{'type': 'Point', 'coordinates': [-122.392142, 37.782263]}",13,16000.0,web,0.2134665391,-0.0,0.6078431372549019,0.8213096763549019,20,3,0
47,Flock,40.010492,-105.276843,"{'type': 'Point', 'coordinates': [-105.276843, 40.010492]}",40,28300.0,web,0.6955136663,-0.0,0.11764705882352941,0.8131607251235294,20,0,0
7,Mahalo,34.017606,-118.487267,"{'type': 'Point', 'coordinates': [-118.487267, 34.017606]}",40,21000.0,web,0.6752710697,-0.0,0.13725490196078433,0.8125259716607842,20,2,0
1595,ExteNet Systems,12.9327554,100.882017,"{'type': 'Point', 'coordinates': [100.882017, 12.9327554]}",39,156000.0,network_hosting,0.7910514019,-0.0,0.0196078431372549,0.810659245037255,20,0,0
1592,ExteNet Systems,13.7424752,100.5517604,"{'type': 'Point', 'coordinates': [100.5517604, 13.7424752]}",39,156000.0,network_hosting,0.7910514019,-0.0,0.0196078431372549,0.810659245037255,20,3,3
225,AnchorFree,38.901279,-77.043194,"{'type': 'Point', 'coordinates': [-77.043194, 38.901279]}",40,62800.0,security,0.7495971675,-0.0,0.058823529411764705,0.8084206969117648,20,13,5
488,BountyJobs,30.181709,-97.880286,"{'type': 'Point', 'coordinates': [-97.880286, 30.181709]}",45,29800.0,web,0.786395176,-0.0,0.0196078431372549,0.8060030191372549,0,0,0
904,Zoopla,45.3479463,-75.9200142,"{'type': 'Point', 'coordinates': [-75.9200142, 45.3479463]}",50,10200.0,real_estate,0.7828419676,-0.0,0.0196078431372549,0.802449810737255,5,0,0
693,Likewise Software,24.9068278,67.0806218,"{'type': 'Point', 'coordinates': [67.0806218, 24.9068278]}",50,10000.0,software,0.7811624349,-0.0,0.0196078431372549,0.800770278037255,1,0,0
741,ConnectSolutions,37.51821,-122.044025,"{'type': 'Point', 'coordinates': [-122.044025, 37.51821]}",50,10000.0,enterprise,0.7811624349,-0.0,0.0196078431372549,0.800770278037255,0,0,0
253,Spongecell,36.030702,-86.776051,"{'type': 'Point', 'coordinates': [-86.776051, 36.030702]}",50,10000.0,advertising,0.7811624349,-0.0,0.0196078431372549,0.800770278037255,1,0,0
667,Likewise Software,33.430111,-86.707805,"{'type': 'Point', 'coordinates': [-86.707805, 33.430111]}",50,10000.0,software,0.7811624349,-0.0,0.0196078431372549,0.800770278037255,5,0,0
56,Docstoc,37.775196,-122.419204,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",40,4000.0,web,0.5627587907,-0.0,0.23529411764705882,0.7980529083470589,20,12,1
466,Boxee,44.468055,-73.207641,"{'type': 'Point', 'coordinates': [-73.207641, 44.468055]}",45,26500.0,software,0.7774365413,-0.0,0.0196078431372549,0.7970443844372549,20,0,0
685,UBmatrix,22.582303,88.416152,"{'type': 'Point', 'coordinates': [88.416152, 22.582303]}",50,9300.0,software,0.7750074507,-0.0,0.0196078431372549,0.7946152938372549,12,0,3
696,UBmatrix,50.710267,7.066468,"{'type': 'Point', 'coordinates': [7.066468, 50.710267]}",50,9300.0,software,0.7750074507,-0.0,0.0196078431372549,0.7946152938372549,1,0,0
1389,IGLOO Software,13.014823,77.6503104,"{'type': 'Point', 'coordinates': [77.6503104, 13.014823]}",50,9000.0,software,0.7722264267,-0.0,0.0196078431372549,0.7918342698372549,18,0,0
271,Honeypot Marketing,40.744402,-73.987949,"{'type': 'Point', 'coordinates': [-73.987949, 40.744402]}",12,0.0,advertising,0.0203552721,-0.0,0.7647058823529411,0.7850611544529411,20,13,13
848,Artiklz,40.748047,-73.992402,"{'type': 'Point', 'coordinates': [-73.992402, 40.748047]}",12,0.0,search,0.0203552721,-0.0,0.7647058823529411,0.7850611544529411,20,6,15
1703,isango!,34.15084,-118.448703,"{'type': 'Point', 'coordinates': [-118.448703, 34.15084]}",50,8000.0,web,0.7622368194,-0.0,0.0196078431372549,0.7818446625372549,15,0,0
854,MaxPowerSoft,40.744618,-73.987764,"{'type': 'Point', 'coordinates': [-73.987764, 40.744618]}",10,0.0,software,0.0169627267,-0.0,0.7647058823529411,0.7816686090529411,20,14,13
1618,kontoblick,40.746514,-73.993035,"{'type': 'Point', 'coordinates': [-73.993035, 40.746514]}",10,0.0,web,0.0169627267,-0.0,0.7647058823529411,0.7816686090529411,20,7,13
1594,Servo Software,51.5203268,-0.0994596,"{'type': 'Point', 'coordinates': [-0.0994596, 51.5203268]}",40,3010.0,software,0.5434650947,-0.0,0.23529411764705882,0.7787592123470588,20,20,6
489,Keibi Technologies,37.789902,-122.4007791,"{'type': 'Point', 'coordinates': [-122.4007791, 37.789902]}",30,5000.0,software,0.4334244623,-0.4,0.7450980392156863,0.7785225015156862,20,20,3
201,Invoke Solutions,37.776878,-122.400934,"{'type': 'Point', 'coordinates': [-122.400934, 37.776878]}",25,5500.0,web,0.3652288532,-0.0,0.4117647058823529,0.7769935590823529,20,5,0
152,uVuMobile,40.744639,-73.983963,"{'type': 'Point', 'coordinates': [-73.983963, 40.744639]}",26,0.0,software,0.0441030895,-0.0,0.7254901960784313,0.7695932855784313,20,15,10
910,Brickfish,40.754608,-73.974674,"{'type': 'Point', 'coordinates': [-73.974674, 40.754608]}",30,940.0,software,0.348374369,-0.0,0.4117647058823529,0.7601390748823529,20,10,8
682,UsingMiles,40.753931,-73.991123,"{'type': 'Point', 'coordinates': [-73.991123, 40.753931]}",15,3270.0,travel,0.205907451,-0.0,0.5490196078431373,0.7549270588431373,20,9,16
384,ScribbleLive,37.580304,-122.343679,"{'type': 'Point', 'coordinates': [-122.343679, 37.580304]}",45,9017.25,enterprise,0.6951499475,-0.0,0.058823529411764705,0.7539734769117648,14,1,0
94,Disqus,37.8454819,-122.296342,"{'type': 'Point', 'coordinates': [-122.296342, 37.8454819]}",43,10500.0,web,0.6753584351,-0.0,0.0784313725490196,0.7537898076490197,14,1,0
312,Serious Business,37.7867392,-122.4013875,"{'type': 'Point', 'coordinates': [-122.4013875, 37.7867392]}",22,4000.0,games_video,0.3095173349,-0.4,0.8431372549019608,0.7526545898019608,20,20,3
1348,Enclarity,39.444421,-119.749721,"{'type': 'Point', 'coordinates': [-119.749721, 39.444421]}",50,5500.0,consulting,0.7304577064,-0.0,0.0196078431372549,0.7500655495372549,2,0,0
810,Right90,43.30758,5.387345,"{'type': 'Point', 'coordinates': [5.387345, 43.30758]}",43,22000.0,software,0.729309557,-0.0,0.0196078431372549,0.7489174001372549,20,1,3
4,MeetMoi,40.757929,-73.985506,"{'type': 'Point', 'coordinates': [-73.985506, 40.757929]}",15,5580.0,social,0.219504742,-0.0,0.5294117647058824,0.7489165067058824,20,4,18
683,Atigeo,51.321354,4.958736,"{'type': 'Point', 'coordinates': [4.958736, 51.321354]}",50,5390.0,software,0.7287442414,-0.0,0.0196078431372549,0.748352084537255,3,0,0
699,Atigeo,43.474686,-80.521246,"{'type': 'Point', 'coordinates': [-80.521246, 43.474686]}",50,5390.0,software,0.7287442414,-0.0,0.0196078431372549,0.748352084537255,20,0,0
458,Zenoss,40.455219,-3.650703,"{'type': 'Point', 'coordinates': [-3.650703, 40.455219]}",40,45600.0,software,0.7278816641,-0.0,0.0196078431372549,0.7474895072372549,20,0,3
79,Viewpoints,40.756799,-73.976348,"{'type': 'Point', 'coordinates': [-73.976348, 40.756799]}",15,5000.0,web,0.2167122311,-0.0,0.5294117647058824,0.7461239958058824,20,5,18
105,WEbook,37.78624,-122.39897,"{'type': 'Point', 'coordinates': [-122.39897, 37.78624]}",10,5000.0,web,0.1444748208,-0.4,1.0,0.7444748207999999,20,20,3
1411,Kiala,37.335003,-121.890153,"{'type': 'Point', 'coordinates': [-121.890153, 37.335003]}",37,40175.15,other,0.6653411514,-0.0,0.0784313725490196,0.7437725239490196,20,1,0
35,ScanScout,37.55909,-122.321836,"{'type': 'Point', 'coordinates': [-122.321836, 37.55909]}",40,17500.0,advertising,0.6629003867,-0.0,0.0784313725490196,0.7413317592490196,20,1,0
945,Xeround,29.685897,-95.308391,"{'type': 'Point', 'coordinates': [-95.308391, 29.685897]}",40,39800.0,analytics,0.7186511721,-0.0,0.0196078431372549,0.7382590152372549,4,0,0
1632,Aria Networks,51.5215279,-0.1038219,"{'type': 'Point', 'coordinates': [-0.1038219, 51.5215279]}",35,9050.0,software,0.5408874167,-0.0,0.19607843137254902,0.736965848072549,20,20,4
310,Triggit,39.653054,-104.959446,"{'type': 'Point', 'coordinates': [-104.959446, 39.653054]}",43,18500.0,advertising,0.7166711653,-0.0,0.0196078431372549,0.7362790084372549,1,1,0
1016,Virtual Bridges,27.445135,-82.485057,"{'type': 'Point', 'coordinates': [-82.485057, 27.445135]}",45,4000.0,software,0.6331036395,-0.0,0.09803921568627451,0.7311428551862745,1,0,0
287,Memeo,36.08901,-79.924117,"{'type': 'Point', 'coordinates': [-79.924117, 36.08901]}",45,11100.0,software,0.7110122283,-0.0,0.0196078431372549,0.7306200714372549,1,0,0
1668,InteliCloud,30.267153,-97.7430608,"{'type': 'Point', 'coordinates': [-97.7430608, 30.267153]}",40,3420.0,network_hosting,0.5521296876,-0.0,0.17647058823529413,0.7286002758352942,20,4,0
1372,Optify,59.915256,10.7637668,"{'type': 'Point', 'coordinates': [10.7637668, 59.915256]}",45,10800.0,software,0.7089208024,-0.0,0.0196078431372549,0.7285286455372549,20,4,5
1159,Stratavia,41.119452,-74.115851,"{'type': 'Point', 'coordinates': [-74.115851, 41.119452]}",45,10700.0,software,0.7082107296,-0.0,0.0196078431372549,0.7278185727372549,2,0,0
746,Inuvo,-27.621592,152.778976,"{'type': 'Point', 'coordinates': [152.778976, -27.621592]}",50,4200.0,advertising,0.7075865595,-0.0,0.0196078431372549,0.727194402637255,2,0,0
429,Ladies Who Launch,40.743563,-73.993274,"{'type': 'Point', 'coordinates': [-73.993274, 40.743563]}",12,0.0,public_relations,0.0203552721,-0.0,0.7058823529411765,0.7262376250411765,20,12,17
1590,drchrono,31.2366983,121.4137257,"{'type': 'Point', 'coordinates': [121.4137257, 31.2366983]}",50,4130.0,medical,0.7061610867,-0.0,0.0196078431372549,0.7257689298372549,17,0,4
1153,AutoClaims Direct,40.7429533,-73.9844611,"{'type': 'Point', 'coordinates': [-73.9844611, 40.7429533]}",34,0.0,software,0.0576732709,-0.0,0.6666666666666666,0.7243399375666666,20,15,10
457,Firefly Energy,59.437214,24.768664,"{'type': 'Point', 'coordinates': [24.768664, 59.437214]}",40,31000.0,cleantech,0.7016966073,-0.0,0.0196078431372549,0.721304450437255,20,0,0
918,India Movers Packers,40.7537339,-73.980737,"{'type': 'Point', 'coordinates': [-73.980737, 40.7537339]}",30,0.0,other,0.0508881802,-0.0,0.6666666666666666,0.7175548468666666,20,12,16
1256,Mobifusion,-33.890832,151.24502,"{'type': 'Point', 'coordinates': [151.24502, -33.890832]}",51,3100.0,mobile,0.6954667534,-0.0,0.0196078431372549,0.7150745965372549,20,17,0
318,Techrigy,40.7455579,-73.9823449,"{'type': 'Point', 'coordinates': [-73.9823449, 40.7455579]}",15,0.0,web,0.0254440901,-0.0,0.6862745098039216,0.7117185999039216,20,11,11
175,Inform Technologies,37.800356,-122.402609,"{'type': 'Point', 'coordinates': [-122.402609, 37.800356]}",26,29300.0,web,0.4536153942,-0.0,0.2549019607843137,0.7085173549843138,20,3,1
87,AdReady,47.620716,-122.347533,"{'type': 'Point', 'coordinates': [-122.347533, 47.620716]}",33,17800.0,advertising,0.5478442923,-0.0,0.1568627450980392,0.7047070373980392,20,8,0
860,VIrtualVu,40.743165,-73.990853,"{'type': 'Point', 'coordinates': [-73.990853, 40.743165]}",10,0.0,web,0.0169627267,-0.0,0.6862745098039216,0.7032372365039216,20,14,16
125,WAYN,47.615313,-122.323408,"{'type': 'Point', 'coordinates': [-122.323408, 47.615313]}",42,11000.0,network_hosting,0.6629666715,-0.0,0.0392156862745098,0.7021823577745098,20,8,0
2,Wetpaint,40.7237306,-73.9964312,"{'type': 'Point', 'coordinates': [-73.9964312, 40.7237306]}",47,39800.0,web,0.8444151273,-0.4,0.2549019607843137,0.6993170880843137,20,5,18
9,Jingle Networks,37.480999,-122.173887,"{'type': 'Point', 'coordinates': [-122.173887, 37.480999]}",35,88700.0,mobile,0.6763981109,-0.0,0.0196078431372549,0.696005954037255,1,0,0
484,CrestaTech,33.465063,-111.926112,"{'type': 'Point', 'coordinates': [-111.926112, 33.465063]}",40,20900.0,software,0.6749471984,-0.0,0.0196078431372549,0.6945550415372549,10,1,0
1204,Efebege,40.752224,-73.99211,"{'type': 'Point', 'coordinates': [-73.99211, 40.752224]}",15,0.0,consulting,0.0254440901,-0.0,0.6666666666666666,0.6921107567666667,20,7,15
345,TechAnts,37.78054,-122.396818,"{'type': 'Point', 'coordinates': [-122.396818, 37.78054]}",13,0.0,software,0.0220515448,-0.0,0.6666666666666666,0.6887182114666667,20,4,0
149,Bungee Labs,38.9892639,-77.0978424,"{'type': 'Point', 'coordinates': [-77.0978424, 38.9892639]}",38,23500.0,software,0.6487576627,-0.0,0.0392156862745098,0.6879733489745098,20,1,1
